Statistic,Value
max_reward,229.40509033203125
timestep_at_max,59896.00000000001
mean_reward,69.25882948333741
std_reward,24.211178171680068
median_reward,69.6862678527832
iqr_reward,23.605185508728027
cum_reward,865735.3685417175
reward_trend_slope,8.637976580561104e-05
reward_trend_r_value,0.10300071016128864
mean_entropy,26.04835849182129
std_entropy,1.6595356363365459
min_entropy,23.349868774414062
max_entropy,29.546043395996094
