Statistic,0.0,-0.5,-0.3,-0.09999999999999998,0.10000000000000009,0.30000000000000004,0.5
Minimum Reward,4.461007595062256,4.52159481048584,4.512378597259522,4.503116226196289,4.4515129089355465,4.5200787544250485,4.533869075775146
Maximum Reward,5.07058801651001,4.940420341491699,5.09465913772583,4.995537376403808,5.042077159881591,5.040461921691895,5.008454418182373
Final Reward,5.035718641281128,4.860168495178223,5.031964607238769,4.87296672821045,4.973477582931518,4.911123447418212,4.899282150268554
Timestep at Maximum,94387.75510204081,92346.9387755102,69897.95918367348,92857.14285714286,94897.95918367348,81632.6530612245,86734.69387755102
Mean Reward,4.849533702402699,4.760083826707334,4.901785274914333,4.826627807714502,4.820934885375354,4.8620900733130314,4.834619093427853
Reward Standard Deviation,0.14842612183975587,0.08105254395226459,0.13584099305877903,0.1031412273832733,0.12918147276747013,0.11040830036843233,0.09981930728435848
Median Reward,4.8852838516235355,4.774591875076294,4.93072190284729,4.849236297607423,4.857544565200806,4.8910143852233885,4.86275839805603
Reward Interquartile Range,0.1759312868118279,0.09679660797119194,0.17988524436950648,0.09424870014190567,0.14342947006225604,0.11491992473602242,0.09721260070800852
Cumulative Reward,950.508605670929,932.9764300346375,960.7499138832093,946.0190503120423,944.9032375335694,952.9696543693542,947.5853423118592
Area Under Reward Curve,484995.05275335064,476053.85005168425,490225.5810713157,482721.9467163086,482132.8664437319,486271.1448424902,483518.84426214756
Normalized Area Under Reward Curve,0.9564868042408295,0.9635897699909997,0.9622343081624576,0.9663063457325404,0.9562187391338024,0.9647352810062835,0.9654053004991154
Coefficient of Variation Reward,0.030606266694510904,0.01702754550193092,0.027712554802016103,0.02136921086362211,0.02679593809892584,0.022707991564047687,0.020646778030569593
Volatility,0.04010929099426976,0.04303472306087826,0.03822197962026788,0.04414609986909149,0.04208366418556375,0.04897504016563372,0.041196790482704526
Steps to Threshold,6122.448979591836,0.0,3061.224489795918,0.0,4591.836734693878,0.0,0.0
Plateau Length,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Reward Trend Slope,4.529728380420795e-06,1.9785375726984957e-06,4.135122201238458e-06,2.4262543008646845e-06,3.7142809894830105e-06,2.6779655548719296e-06,2.6688545912791313e-06
Reward Trend R Value,0.8854968184429515,0.7082765056761087,0.8832480452132604,0.6825417276349839,0.8342567099011955,0.7037662674564068,0.7757745806516636
Reward Trend P Value,1.703296546086627e-66,3.676810233057278e-31,1.0032937374009016e-65,3.1852040599017653e-28,4.7439074001162956e-52,1.268061940304707e-30,1.1839680592137355e-40
Reward Trend Standard Error,1.706498731355386e-07,1.4158113465178014e-07,1.5761249410045645e-07,1.8652304294844664e-07,1.7624719676149763e-07,1.940876663018414e-07,1.5585647237363678e-07
ROC AUC,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Minimum Entropy,12.926737022399902,13.257385063171387,12.954210662841797,13.153868675231934,13.154712104797364,13.253809547424316,13.104928970336914
Maximum Entropy,24.121952056884766,24.121952056884766,24.121952056884766,24.121952056884766,24.121952056884766,24.121952056884766,24.121952056884766
Mean Entropy,16.851687125770415,17.115323011242616,17.118228707994735,17.078737760076717,17.146854755829793,17.097937456442388,16.949517090466557
Entropy Standard Deviation,2.8736059326111336,2.852080069369265,2.9132800603999445,2.896660137201316,2.8919263838671445,2.8089240042192096,2.7936561732891776
Entropy Trend Slope,-9.670068788207359e-05,-9.6128800960621e-05,-9.873965293953831e-05,-9.782053905648295e-05,-9.764537252659108e-05,-9.472247352005348e-05,-9.414636952190662e-05
Entropy Trend R Value,-0.9763994727626839,-0.977950776612781,-0.9834098283526874,-0.9798457051057141,-0.9796921259786648,-0.9784490711775977,-0.9778130004371067
Entropy Trend P Value,4.3751990750896663e-131,6.443367870565349e-134,8.693880208717051e-146,1.1564541049989104e-137,2.397300326572822e-137,7.187152520669734e-135,1.1712534878198103e-133
Entropy Trend Standard Error,1.535675230985259e-06,1.4738050927205767e-06,1.3076389770778936e-06,1.4317624581970088e-06,1.4348028884792526e-06,1.4351899152126476e-06,1.4480674996105461e-06
