Statistic,0.0,-0.5,-0.3,-0.09999999999999998,0.10000000000000009,0.30000000000000004,0.5
Minimum Reward,36.72433166503906,35.81807174682617,37.55757217407226,37.92271728515625,36.40931777954101,37.85218276977539,36.78941040039062
Maximum Reward,78.10558013916015,77.27398223876953,79.14582977294921,79.68234100341797,77.70865631103516,75.63919067382812,79.52489471435547
Final Reward,69.78670272827148,67.83588340759277,74.66414138793945,69.24655487060548,67.64958992004395,71.2822957611084,61.41145843505859
Timestep at Maximum,87755.10204081633,98979.59183673469,52040.816326530614,44897.95918367347,55102.040816326524,91836.73469387756,28571.42857142857
Mean Reward,62.630894672627356,55.829567352606325,63.62699188699528,63.41344521191656,64.43712457150829,63.05826697057607,62.35154064723422
Reward Standard Deviation,9.567869496318263,10.884907451826038,10.161840961808037,7.42069235510382,8.046639650612525,8.296399213658152,10.049758438666592
Median Reward,65.06918601989746,59.19622230529785,65.2218849182129,64.1449161529541,66.40104103088379,65.16165466308594,64.38579406738282
Reward Interquartile Range,7.690630340576178,18.993269348144523,13.458653068542475,7.031582450866701,6.882873153686525,6.324712944030765,11.401383399963386
Cumulative Reward,6137.827677917481,5471.29760055542,6235.445204925537,6214.517630767823,6314.838208007813,6179.710163116455,6110.450983428954
Area Under Reward Curve,6268551.738385073,5582218.117074869,6374304.967663951,6352922.092319764,6455734.638332091,6315053.830490898,6247098.179846694
Normalized Area Under Reward Curve,0.802574121748592,0.7223929653096337,0.8053873445954556,0.7972810552901872,0.8307613263176876,0.8348917768994542,0.7855525244372309
Coefficient of Variation Reward,0.152765971910982,0.19496671688461314,0.15970959274416077,0.11702080418916168,0.12487583367694918,0.1315671935216579,0.16117899147873543
Volatility,3.5862608396533813,3.1198800162654132,3.875372297426787,4.108865395114273,3.110760584614023,3.7284007214376618,4.485587861623989
Steps to Threshold,31632.653061224493,63265.30612244899,46938.77551020408,31632.653061224493,25510.204081632655,27551.020408163262,28571.42857142857
Plateau Length,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Reward Trend Slope,0.0002579083339806759,0.000345325562575605,0.0002779477172313683,0.00015363812558298574,0.00017116035024516732,0.00020111753872108812,0.0001947927971051369
Reward Trend R Value,0.7861243346795757,0.9252201750984596,0.797685733836445,0.603803575015067,0.6203399071713441,0.7069706932842236,0.565273176950308
Reward Trend P Value,8.932865111904978e-22,3.462572664887668e-42,8.334454879116035e-23,4.6593682817509795e-11,9.600050511239e-12,4.1164655412523995e-16,1.3278501917264148e-09
Reward Trend Standard Error,2.069545837488565e-05,1.44537467570246e-05,2.1446963369598705e-05,2.070134524226504e-05,2.2087083255820895e-05,2.0534374543314762e-05,2.9012301998625495e-05
ROC AUC,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Minimum Entropy,23.687715530395508,23.848459243774414,23.341144561767578,23.513989639282226,23.69159698486328,23.482273864746094,23.38580780029297
Maximum Entropy,24.22327117919922,24.121950149536133,24.251069641113283,24.121950149536133,24.266961288452148,24.2017879486084,24.472082901000977
Mean Entropy,23.937812929737326,23.988024602617532,23.706150580425657,23.674040066466038,23.96851823767837,23.70489307325713,23.814245640501685
Entropy Standard Deviation,0.17810038486481597,0.07428346553553862,0.2697742452102843,0.11035320189157434,0.17482647575101776,0.19496677800183163,0.2547100557011593
Entropy Trend Slope,-5.862954601507237e-06,-2.4345467944313357e-06,-8.515460246126813e-06,-1.1537104920981148e-06,-4.1923081133199e-06,-4.4130335178505e-06,-6.2203605642418985e-06
Entropy Trend R Value,-0.9600476315066656,-0.9558001119730983,-0.9205528922477498,-0.3048969013313604,-0.6993379527094088,-0.6601121379515549,-0.7122141137152084
Entropy Trend P Value,6.758409106545501e-55,7.810495228847587e-53,5.662912026641215e-41,0.0022684406256197765,1.1525856105983946e-15,1.4295506932333106e-13,1.9905844772384111e-16
Entropy Trend Standard Error,1.744185662919913e-07,7.643429265617089e-08,3.6878728941124124e-07,3.678077934512538e-07,4.3733039552730794e-07,5.125313454839435e-07,6.257244843702309e-07
