Statistic,Value
max_reward,5.286375045776367
timestep_at_max,90816.32653061225
mean_reward,4.920518116075165
std_reward,0.1958694030128064
median_reward,4.965456008911133
iqr_reward,0.2625000476837158
cum_reward,964.4215507507324
reward_trend_slope,5.707123916556425e-06
reward_trend_r_value,0.8454265590332241
mean_entropy,16.95861878200453
std_entropy,2.8678748897459734
min_entropy,13.145752906799316
max_entropy,24.121952056884766
